0,2620.2496007066725
1,10392.28693901916
2,1371.512425602782
3,16222.956749103792
4,14031.227079376014
5,744.9092263091121
6,3033.996828068449
7,20076.411355172142
8,10038.857438342218
9,1911.4528278881085
10,2176.101415814325
11,3165.1546572800003
12,1138.698282013075
13,1371.512425602782
14,1400.3408084228681
15,1371.512425602782
16,6032.455727086842
17,2596.7755335347338
18,4265.618965879547
19,1389.2151280284183
20,3033.996828068449
21,1997.5383972965885
22,5688.009648036237
23,1868.2357374429037
24,3797.006564091992
25,843.2080201745739
26,886.844390442098
27,1265.0683067238117
28,771.4013655171893
29,6652.910718679149
30,2299.35378039491
31,11331.466309065734
32,3736.371811975877
33,3809.3638781734076
34,3809.3638781734076
35,14031.227079376014
36,14031.227079376014
37,1409.5519347683162
38,1371.512425602782
39,3165.1546572800003
40,3579.6166359648364
41,2351.5723437884553
42,3415.376628086833
43,1285.3671240978106
44,14031.227079376014
45,1934.940513253429
46,2780.348407422253
47,14031.227079376014
48,1184.4248472857241
49,4689.609327541381
50,3673.229795064152
51,5201.676968520442
52,2762.296353010456
53,11208.586522232303
54,15190.586582782378
55,461.6208935314272
56,3579.6166359648364
57,3302.198772716068
58,11258.489986742548
59,3043.1180135996924
60,14031.227079376014
61,14031.227079376014
62,905.3379146861695
63,9943.782101897044
64,4329.081738208236
65,2669.523788224943
66,11595.3070612193
67,3165.1546572800003
68,1779.4713759453618
69,1371.512425602782
70,2091.788945113955
71,4626.969563106224
72,1669.581081933949
73,2478.4163087382535
74,5485.0345719446905
75,3736.371811975877
76,7616.848421538956
77,8976.833553862545
78,2265.787716369161
79,483.31380426680846
80,1353.4509309927298
81,2295.210716631966
82,2774.585702005435
83,8138.579574429434
84,3033.996828068449
85,11258.489986742548
86,45.84324145785726
87,10575.625719291687
88,2091.788945113955
89,2774.585702005435
90,3033.996828068449
91,8706.971749911549
92,1669.581081933949
93,1417.8212103069086
94,15371.444195676262
95,3195.0595416053375
96,1371.512425602782
97,3106.923756910345
98,1590.1853406570551
99,3235.6262767226817
100,720.4972046119067
101,4329.081738208236
102,23956.65758676846
103,2091.788945113955
104,3033.996828068449
105,6652.910718679149
106,2774.585702005435
107,2248.4274653206867
108,14031.227079376014
109,2317.571175071865
110,3579.6166359648364
111,727.775413681101
112,11659.656631616977
113,720.4972046119067
114,8125.493352193627
115,5697.499147566892
116,1791.0332690708517
117,2176.101415814325
118,1981.3333696850607
119,2176.101415814325
120,970.1194025185683
121,5485.0345719446905
122,915.2602314940469
123,2669.523788224943
124,3864.3543380969454
125,6788.128168439559
126,3165.1546572800003
127,3717.5839396388055
128,1475.2933550650885
129,1669.581081933949
130,2091.788945113955
131,2091.788945113955
132,720.4972046119067
133,1400.3408084228681
134,2606.1337740676126
135,8413.491440465043
136,3809.3638781734076
137,6692.7801645810205
138,1371.512425602782
139,1016.7817940489499
140,4078.7363177146476
141,3809.3638781734076
142,14031.227079376014
